Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-04-23,1780.0,1900.0,1760.8499755859375,1878.25,1668.3990478515625,5934366.0,TCS.NS
2020-04-24,1840.699951171875,1851.949951171875,1807.800048828125,1818.550048828125,1615.3692626953125,2987102.0,TCS.NS
2020-04-27,1832.300048828125,1875.0,1825.0,1836.5999755859375,1631.40234375,3374741.0,TCS.NS
2020-04-28,1865.0,1868.0,1832.5999755859375,1859.050048828125,1651.34423828125,2678505.0,TCS.NS
2020-04-29,1874.0,1912.550048828125,1850.050048828125,1905.6500244140625,1692.738037109375,4241510.0,TCS.NS
2020-04-30,1980.0,2032.0,1942.199951171875,2014.449951171875,1789.3818359375,5915544.0,TCS.NS
2020-05-04,1966.0,1966.0,1913.6500244140625,1930.449951171875,1714.7667236328125,3729348.0,TCS.NS
2020-05-05,1955.0999755859375,1977.0,1927.0,1932.75,1716.809814453125,2905528.0,TCS.NS
2020-05-06,1939.800048828125,1953.699951171875,1893.5999755859375,1903.5999755859375,1690.916748046875,3517431.0,TCS.NS
2020-05-07,1910.0,1934.449951171875,1883.3499755859375,1891.6500244140625,1680.3016357421875,3166754.0,TCS.NS
2020-05-08,1939.0999755859375,1939.5,1886.25,1893.4000244140625,1681.856201171875,2686530.0,TCS.NS
2020-05-11,1909.0,1951.4000244140625,1909.0,1935.300048828125,1719.07470703125,2449841.0,TCS.NS
2020-05-12,1933.4000244140625,1956.5,1910.25,1949.5,1731.6883544921875,3256595.0,TCS.NS
2020-05-13,1994.0,1994.0,1925.6500244140625,1949.6500244140625,1731.8212890625,2656665.0,TCS.NS
2020-05-14,1910.0,1923.0999755859375,1891.0999755859375,1902.3499755859375,1689.806396484375,2263146.0,TCS.NS
2020-05-15,1916.0,1917.4000244140625,1865.199951171875,1892.9000244140625,1681.4119873046875,3173682.0,TCS.NS
2020-05-18,1907.0,1952.949951171875,1872.0999755859375,1945.5999755859375,1728.22412109375,3727694.0,TCS.NS
2020-05-19,1903.0,1966.449951171875,1903.0,1948.6500244140625,1730.9334716796875,3198693.0,TCS.NS
2020-05-20,1950.0,1962.9000244140625,1931.699951171875,1953.5999755859375,1735.3304443359375,2778505.0,TCS.NS
2020-05-21,1946.0,1998.0,1941.1500244140625,1991.199951171875,1768.729248046875,3400908.0,TCS.NS
2020-05-22,1977.0999755859375,2032.0,1961.25,2020.3499755859375,1794.6226806640625,3663418.0,TCS.NS
2020-05-26,2015.0,2024.0,1925.0,1943.0,1725.9146728515625,4575317.0,TCS.NS
2020-05-27,1959.0,2010.0,1941.25,2005.300048828125,1781.25439453125,3482160.0,TCS.NS
2020-05-28,1988.5,2014.0,1971.300048828125,2004.300048828125,1780.36572265625,3475681.0,TCS.NS
2020-05-29,1982.0,2002.6500244140625,1962.4000244140625,1972.3499755859375,1751.985595703125,7237735.0,TCS.NS
2020-06-01,1990.0,2060.0,1981.0999755859375,2045.25,1816.7408447265625,3747773.0,TCS.NS
2020-06-02,2060.199951171875,2081.0,2040.050048828125,2047.1500244140625,1818.4285888671875,2443886.0,TCS.NS
2020-06-03,2051.85009765625,2063.75,2020.0,2046.1500244140625,1822.8826904296875,3699799.0,TCS.NS
2020-06-04,2046.75,2100.0,2046.75,2091.550048828125,1863.3292236328125,4048593.0,TCS.NS
2020-06-05,2091.60009765625,2098.0,2040.300048828125,2048.25,1824.7535400390625,3573289.0,TCS.NS
2020-06-08,2078.25,2095.0,2062.10009765625,2071.75,1845.689208984375,2957841.0,TCS.NS
2020-06-09,2063.10009765625,2095.5,2060.25,2072.050048828125,1845.95654296875,2909439.0,TCS.NS
2020-06-10,2077.050048828125,2132.0,2073.5,2108.75,1878.652099609375,5168397.0,TCS.NS
2020-06-11,2100.0,2105.0,2061.800048828125,2067.64990234375,1842.036376953125,2269513.0,TCS.NS
2020-06-12,2011.199951171875,2049.199951171875,2011.0,2039.5,1816.95849609375,2842642.0,TCS.NS
2020-06-15,2039.0999755859375,2059.0,2000.949951171875,2029.9000244140625,1808.4058837890625,2399022.0,TCS.NS
2020-06-16,2065.0,2073.949951171875,2031.0,2045.800048828125,1822.57080078125,2146528.0,TCS.NS
2020-06-17,2046.0,2058.85009765625,2026.550048828125,2047.800048828125,1824.3525390625,2703527.0,TCS.NS
2020-06-18,2045.0,2059.199951171875,2025.199951171875,2038.0999755859375,1815.711181640625,1944389.0,TCS.NS
2020-06-19,2042.0,2090.0,2032.0,2044.5999755859375,1821.501708984375,5681758.0,TCS.NS
2020-06-22,2050.0,2052.25,2019.1500244140625,2027.949951171875,1806.6685791015625,3196138.0,TCS.NS
2020-06-23,2027.0,2044.0,2010.0,2035.300048828125,1813.216796875,4205944.0,TCS.NS
2020-06-24,2034.0,2064.25,2031.5999755859375,2042.199951171875,1819.36376953125,2560937.0,TCS.NS
2020-06-25,2035.0,2060.0,2009.25,2016.0999755859375,1796.111572265625,3043931.0,TCS.NS
2020-06-26,2025.0,2132.0,2019.949951171875,2118.85009765625,1887.64990234375,6300722.0,TCS.NS
2020-06-29,2108.0,2127.60009765625,2091.300048828125,2101.64990234375,1872.3270263671875,3076341.0,TCS.NS
2020-06-30,2100.0,2111.89990234375,2075.050048828125,2082.14990234375,1854.9544677734375,3071725.0,TCS.NS
2020-07-01,2079.699951171875,2113.949951171875,2079.5,2092.050048828125,1863.7742919921875,2503466.0,TCS.NS
2020-07-02,2102.0,2165.0,2098.0,2157.14990234375,1921.7705078125,3758699.0,TCS.NS
2020-07-03,2163.64990234375,2205.0,2160.25,2199.64990234375,1959.633544921875,4185208.0,TCS.NS
2020-07-06,2205.0,2269.89990234375,2205.0,2263.199951171875,2016.2489013671875,5190366.0,TCS.NS
2020-07-07,2275.0,2302.699951171875,2232.14990234375,2269.89990234375,2022.217529296875,5630055.0,TCS.NS
2020-07-08,2270.0,2274.39990234375,2207.60009765625,2218.89990234375,1976.7828369140625,2793358.0,TCS.NS
2020-07-09,2229.0,2244.5,2191.050048828125,2204.35009765625,1963.8203125,3443998.0,TCS.NS
2020-07-10,2205.25,2249.85009765625,2176.0,2222.35009765625,1979.8565673828125,9610320.0,TCS.NS
2020-07-13,2220.0,2244.949951171875,2210.0,2220.0,1977.7630615234375,2963503.0,TCS.NS
2020-07-14,2210.0,2239.0,2165.0,2171.949951171875,1934.95556640625,2976738.0,TCS.NS
2020-07-15,2185.0,2260.0,2181.10009765625,2233.89990234375,1990.1458740234375,5569321.0,TCS.NS
2020-07-16,2244.0,2333.0,2220.10009765625,2234.75,1995.3695068359375,8582118.0,TCS.NS
2020-07-17,2237.0,2243.89990234375,2190.050048828125,2200.75,1965.0113525390625,4509135.0,TCS.NS
2020-07-20,2201.0,2226.89990234375,2190.800048828125,2207.89990234375,1971.3953857421875,2952646.0,TCS.NS
2020-07-21,2230.0,2238.64990234375,2201.14990234375,2225.050048828125,1986.7083740234375,2665286.0,TCS.NS
2020-07-22,2231.0,2231.0,2184.199951171875,2190.949951171875,1956.26123046875,2861534.0,TCS.NS
2020-07-23,2190.949951171875,2190.949951171875,2163.0,2171.199951171875,1938.6268310546875,2265766.0,TCS.NS
2020-07-24,2154.5,2163.0,2125.10009765625,2157.39990234375,1926.3045654296875,3665100.0,TCS.NS
2020-07-27,2165.0,2215.0,2163.5,2206.800048828125,1970.413330078125,4248480.0,TCS.NS
2020-07-28,2215.0,2320.0,2215.0,2309.75,2062.335205078125,8092319.0,TCS.NS
2020-07-29,2292.0,2342.0,2246.050048828125,2276.050048828125,2032.24609375,6090431.0,TCS.NS
2020-07-30,2285.89990234375,2358.0,2272.25,2279.5,2035.3258056640625,7098496.0,TCS.NS
2020-07-31,2303.14990234375,2334.800048828125,2257.449951171875,2281.39990234375,2037.022705078125,4723290.0,TCS.NS
2020-08-03,2290.449951171875,2303.85009765625,2230.699951171875,2254.14990234375,2012.691162109375,4012337.0,TCS.NS
2020-08-04,2259.949951171875,2269.64990234375,2225.050048828125,2249.699951171875,2008.718017578125,2927928.0,TCS.NS
2020-08-05,2260.0,2300.0,2253.0,2259.5,2017.46826171875,3800641.0,TCS.NS
2020-08-06,2275.0,2319.5,2265.35009765625,2308.10009765625,2060.86279296875,4748047.0,TCS.NS
2020-08-07,2308.0,2328.0,2287.0,2295.35009765625,2049.477783203125,3165491.0,TCS.NS
2020-08-10,2318.0,2325.0,2276.050048828125,2282.800048828125,2038.272216796875,2929353.0,TCS.NS
2020-08-11,2283.0,2312.0,2275.60009765625,2279.89990234375,2035.6832275390625,2774423.0,TCS.NS
2020-08-12,2288.35009765625,2296.39990234375,2246.550048828125,2257.35009765625,2015.548095703125,3415751.0,TCS.NS
2020-08-13,2273.0,2300.0,2250.5,2254.449951171875,2012.95947265625,2695682.0,TCS.NS
2020-08-14,2277.0,2281.300048828125,2233.10009765625,2242.14990234375,2001.976318359375,2270405.0,TCS.NS
2020-08-17,2263.0,2270.0,2238.25,2253.39990234375,2012.0218505859375,2625630.0,TCS.NS
2020-08-18,2262.800048828125,2289.0,2248.300048828125,2269.75,2026.6207275390625,3493374.0,TCS.NS
2020-08-19,2276.35009765625,2284.60009765625,2252.5,2256.60009765625,2014.87890625,2843005.0,TCS.NS
2020-08-20,2257.0,2276.550048828125,2240.050048828125,2252.85009765625,2011.530517578125,2895164.0,TCS.NS
2020-08-21,2260.0,2271.0,2241.050048828125,2248.60009765625,2007.73583984375,1975294.0,TCS.NS
2020-08-24,2250.60009765625,2259.949951171875,2230.0,2248.10009765625,2007.289306640625,2167966.0,TCS.NS
2020-08-25,2245.0,2250.0,2233.550048828125,2242.64990234375,2002.423095703125,1663419.0,TCS.NS
2020-08-26,2242.0,2259.89990234375,2216.449951171875,2253.5,2012.1112060546875,2618149.0,TCS.NS
2020-08-27,2266.0,2287.35009765625,2241.75,2248.39990234375,2007.5577392578125,3579393.0,TCS.NS
2020-08-28,2268.39990234375,2279.949951171875,2235.10009765625,2238.550048828125,1998.7620849609375,2941136.0,TCS.NS
2020-08-31,2240.0,2276.199951171875,2228.0,2257.25,2015.4593505859375,6018154.0,TCS.NS
2020-09-01,2269.0,2278.0,2241.300048828125,2246.35009765625,2005.7269287109375,3610908.0,TCS.NS
2020-09-02,2247.0,2268.75,2241.64990234375,2265.14990234375,2022.512939453125,2084137.0,TCS.NS
2020-09-03,2268.0,2324.0,2268.0,2299.5,2053.183349609375,4654146.0,TCS.NS
2020-09-04,2275.0,2324.25,2262.949951171875,2288.800048828125,2043.6295166015625,5231303.0,TCS.NS
2020-09-07,2289.0,2343.5,2283.35009765625,2327.050048828125,2077.782470703125,4620401.0,TCS.NS
2020-09-08,2335.949951171875,2390.449951171875,2327.050048828125,2348.199951171875,2096.667236328125,7453998.0,TCS.NS
2020-09-09,2325.0,2359.0,2320.0,2327.64990234375,2078.317626953125,3866535.0,TCS.NS
2020-09-10,2335.0,2348.5,2324.300048828125,2331.14990234375,2081.443115234375,2308813.0,TCS.NS
2020-09-11,2330.949951171875,2383.0,2330.14990234375,2374.10009765625,2119.79296875,4145424.0,TCS.NS
2020-09-14,2384.10009765625,2505.75,2381.85009765625,2491.39990234375,2224.528076171875,7512131.0,TCS.NS
2020-09-15,2491.39990234375,2538.0,2464.60009765625,2491.39990234375,2224.528076171875,7318770.0,TCS.NS
2020-09-16,2488.949951171875,2507.60009765625,2477.300048828125,2503.0,2234.885009765625,3074003.0,TCS.NS
2020-09-17,2480.0,2495.75,2450.60009765625,2460.949951171875,2197.33984375,4828176.0,TCS.NS
2020-09-18,2485.0,2500.39990234375,2436.39990234375,2449.89990234375,2187.472900390625,4183256.0,TCS.NS
2020-09-21,2465.0,2504.89990234375,2452.14990234375,2465.300048828125,2201.223388671875,4598809.0,TCS.NS
2020-09-22,2485.0,2555.0,2458.0,2522.949951171875,2252.698486328125,7499613.0,TCS.NS
2020-09-23,2510.0,2519.85009765625,2409.0,2467.449951171875,2203.142822265625,7502280.0,TCS.NS
2020-09-24,2450.0,2450.0,2302.60009765625,2332.25,2082.42578125,8424708.0,TCS.NS
2020-09-25,2368.0,2440.0,2352.10009765625,2422.300048828125,2162.829833984375,8228267.0,TCS.NS
2020-09-28,2440.0,2444.0,2366.0,2426.300048828125,2166.401123046875,4347166.0,TCS.NS
2020-09-29,2434.85009765625,2511.050048828125,2426.300048828125,2488.39990234375,2221.84912109375,6995811.0,TCS.NS
2020-09-30,2489.0,2505.0,2460.0,2492.300048828125,2225.331298828125,3917166.0,TCS.NS
2020-10-01,2510.0,2540.0,2492.300048828125,2523.449951171875,2253.144775390625,2610337.0,TCS.NS
2020-10-05,2620.0,2728.10009765625,2603.050048828125,2705.800048828125,2415.961669921875,17412105.0,TCS.NS
2020-10-06,2736.0,2736.0,2650.10009765625,2714.300048828125,2423.55078125,9846367.0,TCS.NS
2020-10-07,2742.0,2770.0,2703.0,2735.949951171875,2442.88232421875,9656101.0,TCS.NS
2020-10-08,2800.0,2885.0,2800.0,2825.699951171875,2523.0185546875,19839329.0,TCS.NS
2020-10-09,2810.0,2829.85009765625,2780.0,2812.949951171875,2511.634521484375,7739245.0,TCS.NS
2020-10-12,2815.5,2854.0,2800.75,2830.0,2526.857421875,4623203.0,TCS.NS
2020-10-13,2845.0,2854.89990234375,2812.199951171875,2826.550048828125,2523.77734375,4209878.0,TCS.NS
2020-10-14,2842.0,2842.0,2787.550048828125,2809.60009765625,2519.3388671875,4395936.0,TCS.NS
2020-10-15,2811.0,2827.75,2727.0,2740.60009765625,2457.467041015625,6629355.0,TCS.NS
2020-10-16,2750.10009765625,2771.64990234375,2731.300048828125,2763.300048828125,2477.822021484375,5273773.0,TCS.NS
2020-10-19,2774.0,2774.0,2706.60009765625,2711.550048828125,2431.419189453125,3331194.0,TCS.NS
2020-10-20,2725.0,2759.89990234375,2717.949951171875,2739.0,2456.0322265625,3406273.0,TCS.NS
2020-10-21,2739.0,2749.0,2663.050048828125,2675.39990234375,2399.002685546875,4570143.0,TCS.NS
2020-10-22,2661.0,2686.64990234375,2638.10009765625,2671.14990234375,2395.19189453125,5262294.0,TCS.NS
2020-10-23,2687.800048828125,2702.0,2670.10009765625,2686.800048828125,2409.2255859375,3499091.0,TCS.NS
2020-10-26,2689.949951171875,2709.949951171875,2670.5,2688.199951171875,2410.48095703125,2672752.0,TCS.NS
2020-10-27,2699.75,2718.14990234375,2624.10009765625,2630.14990234375,2358.427978515625,3537502.0,TCS.NS
2020-10-28,2650.0,2655.949951171875,2606.0,2622.199951171875,2351.299072265625,3569445.0,TCS.NS
2020-10-29,2608.0,2655.0,2600.25,2632.64990234375,2360.669677734375,3105968.0,TCS.NS
2020-10-30,2636.10009765625,2674.35009765625,2621.60009765625,2664.85009765625,2389.543212890625,3427003.0,TCS.NS
2020-11-02,2660.0,2664.85009765625,2600.050048828125,2604.60009765625,2335.517333984375,2571196.0,TCS.NS
2020-11-03,2604.0,2665.0,2601.050048828125,2633.60009765625,2361.521240234375,2879269.0,TCS.NS
2020-11-04,2610.0,2721.85009765625,2610.0,2653.14990234375,2379.051513671875,4893928.0,TCS.NS
2020-11-05,2685.0,2710.0,2667.0,2685.699951171875,2408.239013671875,2816502.0,TCS.NS
2020-11-06,2699.0,2713.25,2681.300048828125,2707.449951171875,2427.7421875,3884421.0,TCS.NS
2020-11-09,2731.10009765625,2744.0,2695.10009765625,2726.60009765625,2444.91357421875,3646592.0,TCS.NS
2020-11-10,2697.199951171875,2713.14990234375,2638.35009765625,2649.60009765625,2375.868896484375,4760020.0,TCS.NS
2020-11-11,2667.949951171875,2692.800048828125,2643.39990234375,2687.800048828125,2410.1220703125,3242441.0,TCS.NS
2020-11-12,2686.0,2713.0,2661.75,2671.050048828125,2395.1025390625,2437505.0,TCS.NS
2020-11-13,2655.75,2664.89990234375,2636.0,2656.85009765625,2382.369384765625,2548093.0,TCS.NS
2020-11-14,2677.949951171875,2689.0,2660.050048828125,2670.35009765625,2394.475341796875,298819.0,TCS.NS
2020-11-17,2695.0,2695.0,2650.050048828125,2666.050048828125,2390.619140625,2827273.0,TCS.NS
2020-11-18,2661.0,2664.199951171875,2607.050048828125,2626.64990234375,2355.289306640625,2893762.0,TCS.NS
2020-11-19,2637.0,2676.14990234375,2630.85009765625,2636.89990234375,2364.48095703125,4167501.0,TCS.NS
2020-11-20,2655.0,2676.0,2627.550048828125,2660.25,2385.418212890625,2711471.0,TCS.NS
2020-11-23,2690.0,2730.0,2665.0,2724.25,2442.806884765625,3706418.0,TCS.NS
2020-11-24,2734.39990234375,2743.0,2705.0,2722.050048828125,2440.833251953125,3120516.0,TCS.NS
2020-11-25,2729.0,2732.949951171875,2688.199951171875,2701.300048828125,2422.22705078125,3302249.0,TCS.NS
2020-11-26,2686.0,2730.949951171875,2680.0,2720.60009765625,2439.53369140625,2341099.0,TCS.NS
2020-11-27,2705.0,2717.699951171875,2669.050048828125,2679.64990234375,2402.814208984375,6086808.0,TCS.NS
2020-12-01,2679.0,2735.89990234375,2624.449951171875,2726.800048828125,2445.093017578125,3605017.0,TCS.NS
2020-12-02,2719.0,2754.699951171875,2702.449951171875,2749.550048828125,2465.492431640625,2509032.0,TCS.NS
2020-12-03,2773.89990234375,2773.89990234375,2700.800048828125,2709.449951171875,2429.534912109375,2852548.0,TCS.NS
2020-12-04,2710.800048828125,2738.85009765625,2699.0,2727.550048828125,2445.765380859375,2686527.0,TCS.NS
2020-12-07,2715.0,2744.0,2706.14990234375,2737.699951171875,2454.86669921875,1996400.0,TCS.NS
2020-12-08,2740.0,2805.550048828125,2732.449951171875,2797.300048828125,2508.30908203125,4277818.0,TCS.NS
2020-12-09,2815.0,2840.0,2793.14990234375,2810.800048828125,2520.4150390625,3659996.0,TCS.NS
2020-12-10,2818.0,2827.300048828125,2780.25,2784.300048828125,2496.65283203125,2127801.0,TCS.NS
2020-12-11,2792.699951171875,2807.699951171875,2764.550048828125,2783.60009765625,2496.024658203125,1795408.0,TCS.NS
2020-12-14,2802.0,2804.0,2756.25,2797.699951171875,2508.66845703125,2483658.0,TCS.NS
2020-12-15,2786.0,2794.699951171875,2755.0,2761.550048828125,2476.2529296875,2365509.0,TCS.NS
2020-12-16,2779.0,2819.800048828125,2760.449951171875,2814.199951171875,2523.4638671875,2565149.0,TCS.NS
2020-12-17,2811.0,2853.699951171875,2805.0,2838.199951171875,2544.984130859375,2863460.0,TCS.NS
2020-12-18,2868.0,2898.0,2846.199951171875,2861.0,2565.42919921875,6076692.0,TCS.NS
2020-12-21,2861.0,2886.5,2785.0,2820.14990234375,2528.798583984375,2705195.0,TCS.NS
2020-12-22,2834.0,2883.64990234375,2818.64990234375,2872.5,2575.7412109375,2881737.0,TCS.NS
2020-12-23,2876.050048828125,2919.0,2865.449951171875,2908.75,2608.245849609375,2790988.0,TCS.NS
2020-12-24,2909.0,2921.35009765625,2883.199951171875,2909.35009765625,2608.784423828125,1807144.0,TCS.NS
2020-12-28,2910.0,2949.699951171875,2902.0,2929.39990234375,2626.761962890625,2108994.0,TCS.NS
2020-12-29,2920.0,2952.0,2920.0,2930.5,2627.74853515625,1994151.0,TCS.NS
2020-12-30,2934.39990234375,2947.699951171875,2902.0,2909.300048828125,2608.73876953125,2637968.0,TCS.NS
2020-12-31,2900.0,2905.0,2845.0,2862.75,2566.997314453125,4040956.0,TCS.NS
2021-01-01,2880.0,2940.0,2879.0,2928.25,2625.7314453125,2681440.0,TCS.NS
2021-01-04,2950.0,3050.75,2940.949951171875,3039.449951171875,2725.44287109375,5113293.0,TCS.NS
